family,panel,baseline_family,n_paired_seeds,mse_diff_mean,mse_diff_std,mse_paired_p,skill_vs_prior_diff_mean,skill_vs_prior_diff_std,skill_vs_prior_paired_p,dynamic_skill_diff_mean,dynamic_skill_diff_std,dynamic_skill_paired_p,within_cancer_skill_diff_mean,within_cancer_skill_diff_std,within_cancer_skill_paired_p
c2_k4_v2,locus_ood,c0_v0,3,0.0002522367123460242,0.000284889785414819,0.2648736583026782,-0.009210193325791685,0.010402490485264029,0.26487365830267906,-0.01258063144596063,0.004926035128074222,0.04749432394789948,-0.007731206441415932,0.0030608245959479604,0.04847909940752297
c2_k4_v2,sample_ood,c0_v0,3,0.00012089465481196493,0.00043246222730096326,0.6760822027706568,-0.004199122464742818,0.014571169950615763,0.6671748274054934,-0.01995082756076157,0.008177141906863453,0.05169286419468808,-0.010388755510247353,0.0030722650007951463,0.02793621753592042
c2_k4_v3,double_ood,c0_v0,3,0.0003259502730451243,9.117976501571251e-05,0.025105803001651866,-0.011905328183056304,0.003330339367489168,0.0251058030016522,-0.013034547345063966,0.008132848487619035,0.10896608508038573,-0.007727101989088436,0.002788475682823881,0.04077251832327467
c2_k4_v3,in_distribution,c0_v0,3,0.0001937959413923438,0.0005186506366953742,0.5838731631251877,-0.006471580620399246,0.01693512107668813,0.5761056403839331,-0.019499493461417217,0.013798130140370209,0.13413015812683818,-0.010910700260727343,0.008792160945036747,0.16460672185604322
c2_k4_v3,locus_ood,c0_v0,3,0.0003044399054231405,9.938954076332349e-05,0.03373918321276634,-0.011116345273269915,0.0036291183645626853,0.033739183212766775,-0.012198254470486317,0.0076570472118713834,0.11007703832776414,-0.007642768932985359,0.0048825221534400465,0.1133690585821671
c2_k4_v3,sample_ood,c0_v0,3,0.00017306919143615188,0.0007353512314706967,0.7230262638318392,-0.006093648042546344,0.024318254935607398,0.7066100487295548,-0.020790776518108418,0.01245442620249896,0.10169436301365459,-0.01055632102510858,0.0053795052048899675,0.07673317181366246
c2_k8,double_ood,c0_v0,3,0.0002924612562448664,0.00022784638676504043,0.15623932763127757,-0.010682142413612983,0.008322085404069802,0.15623932763127904,-0.02774159887885778,0.006792673960027798,0.019404884049190087,-0.014441207123733202,0.004334369431760723,0.028739615466896073
c2_k8,in_distribution,c0_v0,3,0.0009233023767314351,0.0004723641180814599,0.07726916363486964,-0.030337048641205122,0.01574658011750372,0.07927387189267027,-0.04067119028614219,0.011297239010362904,0.024767255403619817,-0.023711935005274392,0.009648897176023762,0.05100874475391991
c2_k8,locus_ood,c0_v0,3,0.00032872688921316284,0.0002371920752860449,0.13840704141918936,-0.012003162318758568,0.00866085213532813,0.13840704141918905,-0.0301979751701823,0.0073699539318643195,0.01928183638674728,-0.018695718455851534,0.005882805473363841,0.03145485972984181
c2_k8,sample_ood,c0_v0,3,0.0007189801274275556,0.0005195815276166217,0.13875080399469156,-0.024103118741822065,0.017539757414028242,0.14030070159428198,-0.0395121705201625,0.01434501721596091,0.04123723987758971,-0.020881708631599882,0.008002123867504927,0.04562642553704339
c3_between_within,double_ood,c0_v0,3,0.003160082211732256,0.0015853572135561067,0.07462532096538055,-0.1154219490741234,0.05790514528008459,0.07462532096538074,-0.17570885228401056,0.08047518525236927,0.06335030993925661,-0.0756288476340828,0.03721869764985695,0.07210574701607333
c3_between_within,in_distribution,c0_v0,3,0.005680342969419507,0.002284771714296985,0.04992411011780755,-0.18620129386745768,0.07656604923705432,0.0520044453610357,-0.23664975205051816,0.10449466955116081,0.059271849878108164,-0.10196866497802382,0.04377179271782128,0.056287425072301306
c3_between_within,locus_ood,c0_v0,3,0.0033148348047786686,0.0016096337833363512,0.07039874942963094,-0.12103816732749229,0.05877430842785498,0.07039874942963105,-0.1820991896111941,0.08110956786380757,0.06021950179831723,-0.08599649587235007,0.03551520618001843,0.05242171074735829
c3_between_within,sample_ood,c0_v0,3,0.005644788143083834,0.002347927097882301,0.053117215429020044,-0.186928272159836,0.07715301247489952,0.05236478195999062,-0.23383757071000844,0.09978534738641869,0.05567824778399422,-0.09158029262115579,0.041172343187306226,0.06124844089092622
