family,panel,baseline_family,n_paired_seeds,mse_diff_mean,mse_diff_std,mse_paired_p,skill_vs_prior_diff_mean,skill_vs_prior_diff_std,skill_vs_prior_paired_p,dynamic_skill_diff_mean,dynamic_skill_diff_std,dynamic_skill_paired_p,within_cancer_skill_diff_mean,within_cancer_skill_diff_std,within_cancer_skill_paired_p
pca128_linear,sample_ood,baseline_linear,3,0.0004033350154127163,0.00023232572914379417,0.0950848994196203,-0.01328759387661708,0.0075070168349672586,0.09195529529743524,-0.015684559003575533,0.011991517740992382,0.151714600071835,-0.027882185435955626,0.008469836470650539,0.029409060661758274
pca256_linear,double_ood,baseline_linear,3,0.0003712486110501537,0.0003587328925733589,0.21492512390332566,-0.013559849208790276,0.013102712804145121,0.2149251239033277,-0.00025838716429345726,0.007046901485368175,0.955137766667919,-0.0061710997850648415,0.005372191034167362,0.1849223042948706
pca256_linear,in_distribution,baseline_linear,3,4.374076132129696e-05,0.00047234886966716417,0.8873078253644671,-0.001544972271629456,0.015364531824370385,0.8777698669925973,-0.0029278176258389723,0.008093706991489836,0.5949346719719422,-0.014879873958831355,0.004645691432527097,0.030989862270921577
pca256_linear,locus_ood,baseline_linear,3,0.00047116086892009384,0.00040966604317599055,0.18458981770447463,-0.017204009083138794,0.014958581649633025,0.1845898177044745,-0.0038033039577598515,0.006147895042985373,0.39609447377030504,-0.011479299208451291,0.004704058395362603,0.051674550272932995
pca256_linear,sample_ood,baseline_linear,3,0.0001672172907831599,0.0004132593218281831,0.5559653810187157,-0.00573549803706878,0.01367577064356599,0.543101189243615,0.0010452789401001656,0.010019389841456325,0.8732581357444689,-0.008775674846080031,0.006833343760636439,0.15611564382774779
pca512_linear,double_ood,baseline_linear,3,0.0002451714401255414,0.0002367958153047493,0.21478490656451912,-0.00895488268360197,0.008648963129376342,0.2147849065645188,-0.004355385549925946,0.011819017337786444,0.5886300895664889,-0.004038453709981312,0.007400488804926913,0.4443344759141712
pca512_linear,in_distribution,baseline_linear,3,3.125497952973765e-05,0.0008453238252888138,0.9547626756430666,-0.0012579950409536966,0.027610073574319584,0.9442837528711889,-0.003068473106936439,0.0248950054634931,0.8507333264325062,-0.0060667838131507335,0.016297113231007344,0.5851569785058497
pca512_linear,locus_ood,baseline_linear,3,0.0002671467114994594,0.00024311930012971058,0.1973341634290482,-0.009754618335986676,0.00887727934050321,0.19733416342904816,-0.004773420455643736,0.01427801791346237,0.6210776269789569,-0.0035714644728176057,0.010638934164272645,0.6197411881372885
pca512_linear,sample_ood,baseline_linear,3,2.715790062090065e-05,0.0005782636452535168,0.9425753062550608,-0.001099983754282848,0.018973735074625728,0.9291749198117392,-0.001309877172461597,0.022249308861694923,0.9280826534185665,-0.0046622813720671825,0.01382466380048219,0.6182445300921359
pca512_mlp,double_ood,baseline_linear,3,0.0007389300099542653,0.00014435455627204513,0.01248363361723802,-0.02698940605457541,0.005272547714357213,0.012483633617238232,-0.011680191391623277,0.008599430261336773,0.1429376217254264,-0.012737207648437924,0.0050602584046428875,0.04879246634130507
pca512_mlp,in_distribution,baseline_linear,3,-4.681702773139349e-05,0.0005663010915643449,0.8992634131153472,0.0016755144626519798,0.01843148579864757,0.8893482354902447,-0.014325584603980182,0.017458386002703087,0.29114194693866563,-0.013221275403082452,0.012001241508472265,0.19660080808030697
pca512_mlp,locus_ood,baseline_linear,3,0.0007494414743761044,0.00014360021006127135,0.01201791471009221,-0.02736517139464334,0.0052434306013085935,0.012017914710092323,-0.011682912778181157,0.011629942506063884,0.22399789254158414,-0.011232016459479577,0.007040335770224959,0.10980959427531439
pca512_mlp,sample_ood,baseline_linear,3,0.0002487306341641138,0.0005897484819655211,0.5410653440310861,-0.008049747638910679,0.019201980306722773,0.5432535790434286,-0.016817022242101316,0.012205257130402648,0.13970640015755234,-0.01398431822946311,0.006839342057585093,0.0713075688358761
randomproj032_linear,double_ood,baseline_linear,3,0.002723053957266104,7.495356025752737e-05,0.00025245635029823456,-0.09945949950756794,0.0027376775144802856,0.0002524563502982323,-0.12799308556584807,0.009457877638331322,0.0018151369599417198,-0.1320331801182294,0.00614091485898157,0.000720293181780037
randomproj032_linear,in_distribution,baseline_linear,3,0.003302915926161236,0.0006612558521983178,0.013098573216987394,-0.10797892760718623,0.020830122384550825,0.012178503550013386,-0.16579921232133144,0.017804177530416493,0.003821751438285102,-0.16190252633450086,0.01447336540800211,0.002653257648743231
randomproj032_linear,locus_ood,baseline_linear,3,0.00277948976714529,3.0066156933839425e-05,3.900129419297146e-05,-0.10149053190698813,0.0010978382779758401,3.900129419296919e-05,-0.1302788558954688,0.013118259054606358,0.0033627018867936277,-0.1328582451935815,0.009688494493088813,0.001767915208911506
randomproj032_linear,sample_ood,baseline_linear,3,0.003324556486928357,0.00046402789554631147,0.006431231296012339,-0.11015238537239558,0.012957131632042762,0.004580540420136551,-0.1599035218007525,0.010302759771646403,0.0013809231748196362,-0.15714658682216145,0.005718492403440122,0.000441107566087275
randomproj064_linear,double_ood,baseline_linear,3,0.002157367558457343,0.0001545564318683963,0.0017064433192633729,-0.07879781340559851,0.005645171047120785,0.0017064433192633898,-0.09891854158815046,0.009087348718717799,0.0028013657159274663,-0.12254345835049947,0.004188239224643735,0.00038914179605870286
randomproj064_linear,in_distribution,baseline_linear,3,0.002629646237761666,0.0006924279654770422,0.022340207895951307,-0.0860265070004634,0.022583273319977754,0.022209030384940397,-0.13408239490491003,0.0195731772061924,0.007028463328572196,-0.15166059850618674,0.013772271399824794,0.002737525462736582
randomproj064_linear,locus_ood,baseline_linear,3,0.002315727265294875,0.00016156359980477045,0.0016185851771218407,-0.08455666744464274,0.00589934738196027,0.0016185851771218444,-0.1051382544374027,0.011418035425257525,0.003908302233548957,-0.12477808085776076,0.007351475706724354,0.0011550432433526442
randomproj064_linear,sample_ood,baseline_linear,3,0.002607780308389628,0.0004606957529022624,0.010243583056977368,-0.08637890281479432,0.013735836177579251,0.008323856588410627,-0.12529417998026848,0.010906102959096792,0.0025160234418824126,-0.15003166409991983,0.002482066252411442,9.121792854179656e-05
randomproj1024_linear,double_ood,baseline_linear,3,0.0006923589607519716,0.00022407099014271417,0.03318491271592774,-0.025288399273992623,0.00818418910660666,0.03318491271592745,-0.016733590824751936,0.013166465484775952,0.15866297053377162,-0.022478740749098464,0.009542693891574095,0.05515010224698457
randomproj1024_linear,in_distribution,baseline_linear,3,-0.00015749638168567962,0.0011031520565215334,0.8277571903674461,0.004952099840183337,0.03631996075009567,0.8352910231516406,-0.008492762076514579,0.03384188401639355,0.7062088431605089,-0.02307042895669546,0.0225700347995965,0.21866904406279544
randomproj1024_linear,locus_ood,baseline_linear,3,0.000660413677220209,0.0002435542928280401,0.042468377115778264,-0.02411440264036968,0.008893162701849214,0.04246837711577812,-0.015114651379995273,0.017726015333862925,0.27773391193472036,-0.021778313531981786,0.014876550138739869,0.12665411289069362
randomproj1024_linear,sample_ood,baseline_linear,3,0.00014483544499281054,0.0007053756051122725,0.7561155261476646,-0.0047311960932363934,0.02358066135947946,0.7613678065993124,-0.012130459040729772,0.024577071813380272,0.4826785159703484,-0.02351958196177421,0.013750635067444327,0.09755016010484047
randomproj128_linear,double_ood,baseline_linear,3,0.0017211992678870733,7.82176035724924e-05,0.0006876655973274068,-0.062866774005724,0.0028568966410830537,0.0006876655973274071,-0.07153716802387626,0.010441997833397656,0.007027255561745955,-0.1002822257702682,0.007062038903455784,0.0016489814784331268
randomproj128_linear,in_distribution,baseline_linear,3,0.001710503676280151,0.0006494023143386828,0.04483929887468932,-0.05592844767174473,0.021057582579016246,0.04414747920556413,-0.09114868778409328,0.019994575859802903,0.015664040264862514,-0.12584336281031797,0.0158120874340464,0.0052213728959017505
randomproj128_linear,locus_ood,baseline_linear,3,0.0018025793850076413,0.00014203034076447474,0.002063035191989279,-0.06581954096448883,0.005186108256812225,0.00206303519198927,-0.07482653358173663,0.01363990686138796,0.010895497235061358,-0.10548992661457864,0.009954381333635258,0.0029549965558677183
randomproj128_linear,sample_ood,baseline_linear,3,0.0018263780869110652,0.00037621945212383654,0.013851061865168008,-0.06046023456127647,0.011259983522323526,0.011364795222796412,-0.08798483060070512,0.011345927447694623,0.005497312644455074,-0.11685071092373837,0.005711318355840084,0.0007953721608981977
randomproj256_linear,double_ood,baseline_linear,3,0.0012890863915774424,0.00018596595746404206,0.006865796561582093,-0.047083858542792734,0.006792403435659082,0.006865796561582131,-0.051229265564360214,0.01991150165500627,0.04684576484396756,-0.0754930940687133,0.011741757734520162,0.007967388159816667
randomproj256_linear,in_distribution,baseline_linear,3,0.0010708013262228182,0.0009960617686752063,0.20364868470318864,-0.035234380076882434,0.03314869900883593,0.20696753536246967,-0.061684147787978705,0.03122616756393936,0.07583282747646737,-0.08743746405930941,0.01988627808768479,0.016808623405632293
randomproj256_linear,locus_ood,baseline_linear,3,0.0013205956311910932,0.00025903907115370334,0.012583784090025831,-0.04822034411779249,0.009458575248896463,0.012583784090025765,-0.052030346249016736,0.022252651623912132,0.05590761157793519,-0.07357340296442912,0.014021492163501277,0.011891179116589108
randomproj256_linear,sample_ood,baseline_linear,3,0.0012820082776212871,0.0006959531285416409,0.08578183367528903,-0.042617841635750296,0.023232667788977632,0.08641239658778622,-0.06434629762904454,0.023945618849679988,0.0431930996425415,-0.08929474715698922,0.01221892813237665,0.006183725605932464
randomproj512_linear,double_ood,baseline_linear,3,0.00114313585411325,0.000444488825885552,0.046881344194003714,-0.041753017642517966,0.016234946810847684,0.046881344194003735,-0.03556382887536558,0.01096107401520853,0.030235436218994664,-0.047680279837389726,0.008021905229857152,0.009303838965668923
randomproj512_linear,in_distribution,baseline_linear,3,0.0004486415683080715,0.0008742136756561507,0.4678522513554427,-0.014854229149180664,0.028947831861320956,0.46789426694853786,-0.03172180500096481,0.025370862870073656,0.16271671076684396,-0.052979640487963144,0.01991527276097539,0.04401492180350914
randomproj512_linear,locus_ood,baseline_linear,3,0.001110455726398232,0.00044837661615873027,0.05028169436804643,-0.04054727729653348,0.01637206288956497,0.0502816943680465,-0.03343734723554811,0.013513654722394814,0.05036736420183778,-0.04681104720800274,0.01280386175704914,0.024042423554294673
randomproj512_linear,sample_ood,baseline_linear,3,0.0006797590367007405,0.0005032554571370926,0.14420629664653414,-0.022529636838884464,0.01674039743298454,0.14504030183184766,-0.03531586921415242,0.01892752559356736,0.08387664842150137,-0.05388824431658298,0.011361975004308422,0.014496854536385372
