family,panel,mse_mean,mae_mean,prior_mse_mean,skill_vs_prior_mean,dynamic_skill_mean,dynamic_pearson_mean,dynamic_spearman_mean,within_cancer_skill_mean,within_cancer_pearson_mean,within_cancer_spearman_mean,dynamic_calibration_alpha_mean,dynamic_amplitude_ratio_mean,sample_win_fraction_mean,cpg_win_fraction_mean,macro_cancer_mse_mean,macro_cancer_skill_vs_prior_mean,num_parameters_mean,elapsed_seconds_mean,mse_std,mae_std,prior_mse_std,skill_vs_prior_std,dynamic_skill_std,dynamic_pearson_std,dynamic_spearman_std,within_cancer_skill_std,within_cancer_pearson_std,within_cancer_spearman_std,dynamic_calibration_alpha_std,dynamic_amplitude_ratio_std,sample_win_fraction_std,cpg_win_fraction_std,macro_cancer_mse_std,macro_cancer_skill_vs_prior_std,num_parameters_std,elapsed_seconds_std,n_seeds
bottleneck032,locus_ood,0.024696190837617243,0.09286539217461237,0.027386690314053903,0.09824113266640304,0.194112631269967,0.4419136913117137,0.3728395154150543,0.13769213722180704,0.37124737138207947,0.2933107641297967,0.9331194088888838,0.47399866961895043,0.7406900328587076,0.6519513755598209,0.025449911584203344,0.10401988400600498,1046693.0,122.13118235270183,0.00010108352085179898,0.0004018905275512762,0.0,0.003690972501336789,0.0030729921041583977,0.004622240766010022,0.0034897831186003424,0.003425085281934464,0.00477050658401172,0.005559708411509263,0.029262696645793163,0.01979731918284682,0.017933287504748086,0.0011081579063140917,5.49911526656628e-05,0.0024273895673928483,0.0,67.69074829385369,3
bottleneck032,sample_ood,0.024172891184495865,0.09655812121387186,0.030129142482141075,0.19788973653081945,0.25361963397481263,0.5036990089184933,0.4436275077961345,0.1631522065195974,0.403951095471997,0.32004644577425223,0.9888059333477338,0.5094850242507835,0.9838969404186795,0.7314453125,0.025236806625843697,0.19422926715431066,1046693.0,122.13118235270183,0.0010222638360346992,0.002728465449011134,0.0006721825916226645,0.0191240809842478,0.006269912816098943,0.0060504798027289875,0.002819927062201637,0.0053435609412065795,0.006538602767865218,0.0017543371048754223,0.02181780932811667,0.0061844591465823355,0.01141501358998217,0.0068359375,0.001038044307132782,0.018623877861119405,0.0,67.69074829385369,3
bottleneck128,double_ood,0.024859948295160052,0.09305871810074103,0.0273785206113862,0.09199081104399502,0.1858950370080216,0.435126329932374,0.3701950733045696,0.13736525862687723,0.37098583436318605,0.280147975670979,0.8810643844037589,0.4939701166932444,0.7512077294685989,0.6442738323736404,0.025581085221069905,0.09868393106562501,3151301.0,82.25720230738322,0.00010354235390083231,0.00024500388533792633,0.0,0.003781882716401022,0.007212578896162167,0.00905438808345556,0.009953762347136711,0.005410701627128686,0.007672907838494733,0.009341461674330703,0.010569659562033722,0.01509125852304683,0.026127183155536155,0.01551421068839689,4.5980754901196164e-05,0.001088008184521211,0.0,3.508525525982699,3
bottleneck128,in_distribution,0.02429098944097971,0.09701358757627492,0.030564779985101136,0.2052404572074663,0.2602919965130916,0.5108138250082,0.4508081651852022,0.16701874989776055,0.40867216360282005,0.3358654099317416,0.9516621791808643,0.5370530891509513,0.9835250091274187,0.7278645833333334,0.025482997330395104,0.19959630796402236,3151301.0,82.25720230738322,0.0005834844105292195,0.0019752616965086423,0.0003918119254062368,0.017729529657310266,0.01492287349443022,0.015131342362199833,0.018163613824368898,0.012578918805455953,0.015660967055629926,0.015473337137629233,0.02073929831282234,0.024384352213731017,0.00814631712431421,0.00907380199529061,0.0007010740851455333,0.016921029407332394,0.0,3.508525525982699,3
bottleneck128,locus_ood,0.02478639903541618,0.09296763187774876,0.027386690314053903,0.09494726266004283,0.19201882813573537,0.44149405433685657,0.37280845935631973,0.13780962608970695,0.37125780294060345,0.2921294574658632,0.8909909760243604,0.4956195775517953,0.7313344286235853,0.6487523992322456,0.025556266202698852,0.10002136469691743,3151301.0,82.25720230738322,7.340288720302887e-05,0.0003764426290548793,0.0,0.0026802394287622367,0.010594704550189779,0.012129079594963076,0.012406321541602459,0.008416074154772796,0.011504187223519553,0.010851600507124502,0.017873396738812598,0.01594148891517999,0.04175801566916728,0.01639923943439062,8.23586694690889e-05,0.0012191119357433582,0.0,3.508525525982699,3
bottleneck128,sample_ood,0.02426435498271674,0.09671588788563007,0.030129142482141075,0.1946504842842606,0.2549566227201562,0.5054588406002027,0.4453198694581883,0.1638268130349574,0.4048742782352393,0.31950232702206116,0.9575236395493548,0.5281329593181198,0.9798711755233495,0.7249348958333334,0.025355729951859363,0.19025141939698967,3151301.0,82.25720230738322,0.0005849847633864132,0.0011585387343087646,0.0006721825916226645,0.008310367118772853,0.013369874320239658,0.013153710052531728,0.019267728524525473,0.006583647225805533,0.008385762263527774,0.014001408401765886,0.026160652923685825,0.01954548718524148,0.005578263470431191,0.016115747128237726,0.0005422514267442841,0.004465660831562559,0.0,3.508525525982699,3
bottleneck256,double_ood,0.024848171348671816,0.09313755612629802,0.0273785206113862,0.09242096381431453,0.19066220838217407,0.43960252638311853,0.37232689242266453,0.14032622963593633,0.37485666857718275,0.2843760742664614,0.9108435501557487,0.48380076796952065,0.7423510466988729,0.6500319897632757,0.025541440307555438,0.09863136930154619,5957445.0,80.73293709754944,0.0002875556485531392,0.0004538013707094817,0.0,0.010502965176049376,0.010916947203140084,0.010510410285269492,0.011214471271530224,0.008091642483616674,0.011023728837518426,0.017056444478872255,0.06461918576023838,0.02599061220084509,0.04880980536627268,0.017834113710513588,0.00015641087983155313,0.008409431963599586,0.0,5.268218526221283,3
bottleneck256,in_distribution,0.023923762379529662,0.0964557881474629,0.030564779985101136,0.2171792393869438,0.2681042990426507,0.5185542204542378,0.45658957695538693,0.17267289643964212,0.4159117262036112,0.34144182255473154,0.9975990608119599,0.5209510884364187,0.9864914202263599,0.7386067708333334,0.025142832114065514,0.21057091805281855,5957445.0,80.73293709754944,0.0007544356906547271,0.002318173430387424,0.0003918119254062368,0.02710257185461785,0.020231111426442943,0.020025667182433347,0.02178534778528673,0.01670090329698057,0.021087222911392634,0.022474851786990012,0.07833600562982904,0.023815484482481563,0.01528529281885268,0.014949169926048236,0.0008594341110451594,0.025790357125216646,0.0,5.268218526221283,3
bottleneck256,locus_ood,0.024764733827540023,0.09302523113900694,0.027386690314053903,0.09573834795102583,0.19729181633427365,0.44645433436741055,0.37624724252202335,0.14236707437898807,0.37758230951725763,0.2977440953567207,0.9206740930045787,0.48582645999822677,0.7201533406352683,0.6609085092770314,0.02554628159867431,0.0995192900559203,5957445.0,80.73293709754944,0.00028162325663107034,0.0005894597670664635,0.0,0.010283216168203836,0.014075398770236756,0.014268364908999695,0.014943205586008248,0.012418387712572396,0.017109019700194013,0.019328482820721974,0.06083315929097175,0.023463162806615156,0.05232304251684834,0.01440605278208276,0.0002073357682785021,0.008583777401037522,0.0,5.268218526221283,3
bottleneck256,sample_ood,0.024019492103711477,0.09644387333174005,0.030129142482141075,0.20269662935270547,0.2609574283821959,0.5121421679028061,0.4495580698127626,0.16808245711048622,0.4103726295844825,0.32392869828461174,1.004976645761883,0.5115615531720367,0.9855072463768115,0.7314453125,0.025123079845501165,0.1973447900375136,5957445.0,80.73293709754944,0.0004612799122880227,0.0008180478634986912,0.0006721825916226645,0.011175991492284362,0.016949879188823295,0.017384425194013477,0.021876057829678774,0.010451106247746906,0.013265301992024149,0.01994909270343828,0.0964591424177219,0.030575834433822464,0.0110690234177677,0.0205078125,0.0004046272310539953,0.007430474553288189,0.0,5.268218526221283,3
pca032_linear,double_ood,0.026401382895806357,0.09639133735707463,0.0273785206113862,0.035689938453923355,0.1096568877318335,0.332605874847165,0.2825557570767834,0.03781314721301465,0.19549079222284502,0.1558843689008299,0.9249698459711836,0.3601822211653971,0.6256038647342995,0.5873320537428023,0.027742712374010364,0.03059410887025558,306853.0,37.78751556078593,0.00012543055437707324,0.0006578022860287807,0.0,0.004581348866779485,0.004531525047034645,0.005905245203515515,0.0011169612202941565,0.0033124684067070316,0.006852136695339114,0.00691973690372733,0.04859520649359009,0.017929902143607426,0.02722083978160541,0.0019193857965450756,9.597467780115334e-05,0.004318936101184783,0.0,0.40065162164220713,3
pca032_linear,in_distribution,0.026298438800411456,0.10128443317854807,0.030564779985101136,0.13962341240669165,0.1590105726221069,0.3990588825790495,0.3484816288496457,0.04203259078771345,0.20753747360703992,0.17148520311742063,1.012595208919336,0.39472971024030973,0.9271175611537057,0.66015625,0.02809520606468405,0.1235440424370056,306853.0,37.78751556078593,0.0004886894028465155,0.001787053264104364,0.0003918119254062368,0.005489464032966341,0.0046109341717128025,0.005476726642749552,0.002408042924538577,0.001499858800679817,0.001734233510678169,0.004193295786564375,0.04894916986180149,0.020269025001360966,0.009106744566809854,0.024916700824556784,0.0005272289096706732,0.0066752012830835076,0.0,0.40065162164220713,3
pca032_linear,locus_ood,0.026417536842607895,0.09637369258528962,0.027386690314053903,0.03538775442860561,0.11205693274533246,0.3361618695424196,0.2819069899228122,0.03323204843140026,0.18478005152558388,0.150212912612248,0.9253716457091805,0.36385662245140216,0.5876688572471706,0.580934101087652,0.027684564886211488,0.030197564360412137,306853.0,37.78751556078593,0.00019519028833674872,0.0006657146181432703,0.0,0.007127195221416778,0.0008289364922809799,0.0023139477304228795,0.0021567321129955593,0.0005678702058343177,0.00278073055151946,0.0013253786334790412,0.04289469770545503,0.0189096909950509,0.028878978446302103,0.011246574428181057,0.0001539146234266073,0.00562996735279131,0.0,0.40065162164220713,3
pca032_linear,sample_ood,0.026346947157736517,0.10125369615505075,0.030129142482141075,0.12579859974356,0.15589987322973356,0.39532089087121264,0.3459896142732079,0.04244877086071316,0.2073111811243704,0.17009253772170274,1.022831256697919,0.38748941606181075,0.9066022544283414,0.6555989583333334,0.028012451706157033,0.11480477688596573,306853.0,37.78751556078593,0.001169831080530298,0.0035506186198988906,0.0006721825916226645,0.021018798738602566,0.00516713155062312,0.00650201826550346,0.0023156715189756425,0.0025727375179427645,0.006301679498686293,0.007800876411756575,0.061457930223005615,0.025697051240235552,0.027995714413387662,0.01520220628754639,0.0012056471659305985,0.020832657902574804,0.0,0.40065162164220713,3
pca064_linear,double_ood,0.025525494684358125,0.09455550459127555,0.0273785206113862,0.06768174049029647,0.15523047388623976,0.3944673863397437,0.3311628569155187,0.08427510572020702,0.29066065695568094,0.21376948389217065,0.9712339382306473,0.4067091815838035,0.7262479871175523,0.6154830454254638,0.02650677451870603,0.07121127647555113,314181.0,39.265602350234985,0.00011836949499794192,0.0003996850624377255,0.0,0.004323443792967886,0.00303827219820419,0.0035345391177921616,0.004383557949989917,0.002626257360354469,0.004565127282100395,0.005476210283291584,0.044000191736146284,0.018767118414647142,0.017804625110705324,0.020523371634479138,0.00013224143223133014,0.0027821628384447883,0.0,1.4139145050052766,3
pca064_linear,in_distribution,0.025390568436425,0.09939379184336672,0.030564779985101136,0.16928765066750884,0.20645642180959164,0.4546077405327238,0.396553877791314,0.08870201853862114,0.29858404342142014,0.24171275869888934,1.0153358205862961,0.44809243551779204,0.9533132530120483,0.6923828125,0.026783076880671542,0.16140627145280037,314181.0,39.265602350234985,0.00032925837349973155,0.0015702006985949964,0.0003918119254062368,0.0006671943611813844,0.0038903712632252616,0.00421973310859198,0.0031787427225505945,0.0022906746401031115,0.0026277578698677764,0.003931668646643676,0.037194400585738134,0.014751910395014266,0.008283981110298922,0.0284546919615888,0.0004156066267272759,0.0025069703338053634,0.0,1.4139145050052766,3
pca064_linear,locus_ood,0.025583367623448466,0.09468212233895952,0.027386690314053903,0.06584668208995086,0.15394231950908763,0.39316989068406266,0.32711192492601265,0.07145904679277608,0.26820821828471,0.2091086237754105,0.9523810724876588,0.41341398896378534,0.6724625775830595,0.6090850927703135,0.02653122369974246,0.06738744207552567,314181.0,39.265602350234985,0.0001488245944263469,0.00036738982615690924,0.0,0.005434194227915686,0.0009056009488885423,0.001285269504944615,0.0017327205227551923,0.0008138390309518463,0.0013430953316857952,0.0005877282812673796,0.04274694526349934,0.019576503413219322,0.016840829673437443,0.021402084048212075,0.00015957150650679672,0.004679529724491415,0.0,1.4139145050052766,3
pca064_linear,sample_ood,0.02533909699413606,0.09905794535431801,0.030129142482141075,0.1591518683665347,0.20700482578526092,0.455702965022319,0.3962236746932692,0.09822224061394454,0.3135024182925478,0.24337975534347897,1.0505040579161637,0.434333903021138,0.9581320450885668,0.6865234375,0.026614829014425148,0.15583828015104764,314181.0,39.265602350234985,0.0009568795207229041,0.0031783861192001255,0.0006721825916226645,0.015568110449763518,0.004205163011756891,0.004407976306962846,0.003617522496730411,0.0037806420352833026,0.005989375817920009,0.0007282229936402935,0.044092054262148836,0.019788581095085033,0.01239517255905044,0.02911728811694448,0.0009534491232560275,0.014254435046934803,0.0,1.4139145050052766,3
pca1024_linear,double_ood,0.02476011473128978,0.0929411983908625,0.0273785206113862,0.09563723026756517,0.18959869085825432,0.44543831048383664,0.3856420310603889,0.1412225312808663,0.3809394303227729,0.2894777896429495,0.8289138470565712,0.5381107079033512,0.7423510466988729,0.6493921944977608,0.025372078158355446,0.10311159203733213,1486341.0,84.30982724825542,0.0001406677538490273,0.00015965793173357528,0.0,0.0051378873185180815,0.00790919539503385,0.011694883361794249,0.011124314859418526,0.0054077559290170475,0.010068411720749019,0.0077980940609158785,0.030413312135863044,0.03152961266885381,0.0363390792154485,0.013617272331281401,0.00015635149353020606,0.00621210972637822,0.0,5.004040861639602,3
pca1024_linear,in_distribution,0.023902115800255728,0.096419945555881,0.030564779985101136,0.2179679672064172,0.2720514072021399,0.5239312409730793,0.4627363314355856,0.17581133571978783,0.4210497952122078,0.3436107162368183,0.9158272559322954,0.5727679483983487,0.9845746622855057,0.7366536458333334,0.025058885337976695,0.21237674891191416,1486341.0,84.30982724825542,0.000721580160145308,0.0021436104595705815,0.0003918119254062368,0.022362812455590783,0.01474957226068252,0.015612039482707223,0.016617039740431296,0.011937793045323235,0.01566500479144278,0.014332784465134887,0.028383626251769135,0.033597669722600094,0.005514539872879429,0.019757800658194703,0.0008505434909654412,0.021304875108276042,0.0,5.004040861639602,3
pca1024_linear,locus_ood,0.02465059276301935,0.09278743831701992,0.027386690314053903,0.09990610474134169,0.1978665957810398,0.4520477379676497,0.3847830266475474,0.1447653006583811,0.38272331340338184,0.30076437515418114,0.8504586493068009,0.5320685058227416,0.7191949616648411,0.6621880998080614,0.025360068377608107,0.10556876234202499,1486341.0,84.30982724825542,0.000113637096108185,0.00024224647779468167,0.0,0.004149354843723799,0.010538899372620399,0.013927642007518571,0.012526368566756403,0.007814274179230469,0.01184488999391011,0.009667656470177848,0.02487697822987894,0.029586599678973546,0.03971394866397964,0.011986560457578519,0.00017136807502569532,0.005580983112567585,0.0,5.004040861639602,3
pca1024_linear,sample_ood,0.02388300399793064,0.09614521491630297,0.030129142482141075,0.20724787472946193,0.2666453705421758,0.5191675479128898,0.46032594037429525,0.17098759528513593,0.41708490444641527,0.32883774521906284,0.9053626409631543,0.5735257992781907,0.9814814814814815,0.7350260416666666,0.024921443854132128,0.20253094580755981,1486341.0,84.30982724825542,0.00041171321823489,0.0010375355464346447,0.0006721825916226645,0.005290405642547971,0.013724710901381332,0.013352980476170553,0.020507473029479063,0.0067688142276230686,0.009564210354448913,0.014409933228956512,0.013819235264151747,0.01711182919390589,0.006078771687013432,0.0206314477571495,0.00038536511885488083,0.003588660590555378,0.0,5.004040861639602,3
pca1024_mlp,double_ood,0.02501357602622593,0.09362030786549687,0.0273785206113862,0.08637956077790192,0.18416197522549418,0.4296349884974458,0.3652837508396285,0.13216009132883388,0.36378762604610876,0.2784943585299766,0.9551290121326189,0.4499063611122947,0.7383252818035427,0.6340371081253999,0.025775091990961715,0.09097574574416538,449605.0,87.26900219917297,0.0001844858122317161,0.0003350443073217848,0.0,0.00673834115620521,0.0056005023615477035,0.0065008632723886975,0.0033422563819149793,0.0033216547561347198,0.004594397559859883,0.003328023747364973,0.016586379769792475,0.010134657235164551,0.051655442616249346,0.007266677345873693,0.0002147265969424814,0.00957552914166305,0.0,1.8099731384579782,3
pca1024_mlp,in_distribution,0.024409804915766446,0.09736358523928633,0.030564779985101136,0.2013807101270861,0.2494157251350568,0.499833241219059,0.4392997196101763,0.16059412559733452,0.40130958551556656,0.327465479750969,1.016450590922984,0.49242654375198797,0.9890014603870027,0.7242838541666666,0.02563782601746392,0.1953005928844865,449605.0,87.26900219917297,0.0003440051049812329,0.0013567518518746908,0.0003918119254062368,0.0026752584924246525,0.0017231710828013635,0.0021601380565596574,0.0012979763294325894,0.0013861899575899745,0.0012250737758429519,0.0019317574526000888,0.048150287558270374,0.02169239641710387,0.005504333003696451,0.011318579850725062,0.0003660205356852895,0.0038302991134166247,0.0,1.8099731384579782,3
pca1024_mlp,locus_ood,0.0249404796311257,0.09351863236735776,0.027386690314053903,0.08932115034261356,0.18956453229603887,0.4356256097475016,0.3674685451705719,0.13315133929031484,0.3651388817077501,0.28721634973284155,0.9681138899104976,0.4500404417182365,0.7201077035414385,0.6397952655150352,0.025788680792718247,0.09208921491707465,449605.0,87.26900219917297,0.00018063934581789425,0.0003608322934406229,0.0,0.006595880836509714,0.005468834390913052,0.006323215027013744,0.00420520769640715,0.0017321860196295859,0.0020269312469136467,0.0015942380284094959,0.01274628324915226,0.009852793605773378,0.049860963453253575,0.01233992419832751,0.000215829793138866,0.0089901491571873,0.0,1.8099731384579782,3
pca1024_mlp,sample_ood,0.02462419061521015,0.0975553804709719,0.030129142482141075,0.18292023666806792,0.2422068487126875,0.4924155994515638,0.4324306885929035,0.15600063369687803,0.39524315444968167,0.3138524773070539,1.0169570880925596,0.48468490854383894,0.9694041867954911,0.7164713541666666,0.02570845981306491,0.17859799788069053,449605.0,87.26900219917297,0.0010507644350863624,0.002567740435811689,0.0006721825916226645,0.01968456372189569,0.002201904062111061,0.0018064570331373278,0.004923838035089863,0.0008266852443755905,0.0014723921836146362,0.0030116763978213627,0.037910828602653136,0.019322518483173595,0.018761964891676353,0.01919469139037184,0.001020116796199621,0.01841560184836325,0.0,1.8099731384579782,3
pca128_linear,double_ood,0.02506467175639408,0.09352322595250427,0.0273785206113862,0.08451329010194349,0.1765323848798049,0.4211039359343014,0.35708272861091434,0.113677258883774,0.3380148784985187,0.256289523327575,0.9482790953582483,0.4446577592792586,0.7576489533011271,0.6308381317978248,0.025874563880378437,0.09053968400574257,334981.0,59.608978271484375,0.00011051483077234372,0.0003487820469811736,0.0,0.004036552315627461,0.0016699144127670844,0.0024757531154037758,0.005963551159756473,0.0005791949468599975,0.001398858975669867,0.0033430287969404143,0.04119573950759301,0.02043226299185918,0.005578263470431191,0.00726667734587365,8.68173287276533e-05,0.002138571099162022,0.0,7.1941563489965725,3
pca128_linear,in_distribution,0.024682805935073132,0.09786692535667973,0.030564779985101136,0.1924629800149035,0.23780377916601317,0.4881496236620572,0.42656715333326956,0.1261311882730759,0.3559470371880636,0.28647135953336494,1.0033042727777863,0.48741386398242875,0.9759492515516612,0.7102864583333334,0.0259835032399053,0.18532581097414358,334981.0,59.608978271484375,0.00038911758115320045,0.0012986584258361774,0.0003918119254062368,0.002445395785126629,0.004431987732870878,0.00494823160681011,0.002558700292541593,0.0026747503918930927,0.003195341273885327,0.002504689320220822,0.05796497593438851,0.022659598759036833,0.006643137035838989,0.019757800658194703,0.00048229397117991753,0.004937439146884008,0.0,7.1941563489965725,3
pca128_linear,locus_ood,0.025084973437630654,0.09361800692203903,0.027386690314053903,0.08404509088278152,0.1776699412747134,0.42244723024398656,0.35380472030618443,0.10457225160202392,0.32423934610006017,0.25051896180217803,0.9482276514596201,0.4460961203498152,0.7173694779116465,0.6295585412667947,0.025974409949027447,0.0868415648966107,334981.0,59.608978271484375,0.0001226512740489419,0.000353068096863794,0.0,0.004478499323666084,0.0020072275424476227,0.00295770628694885,0.0034703297330674603,0.0014305787846714936,0.0018149460318598967,0.0021405858166819885,0.04055959293051274,0.020697873062075493,0.0019183871446680461,0.009596928982725489,0.00014933879669689422,0.004207839489250917,0.0,7.1941563489965725,3
